age,balance,duration
33,2294,81
43,43,199
30,-383,170
32,268,189
27,2802,84
29,615,373
36,3,15
28,1480,143
31,518,399
37,117,125
31,1129,145
38,-138,644
29,391,166
31,91,111
33,-38,184
38,15,233
55,0,616
32,92,110
30,53,116
35,-4,178
25,217,504
29,797,334
30,-142,144
38,144,177
32,3950,232
30,327,21
25,839,700
34,138,191
29,922,72
42,35,163
32,1670,183
24,10,78
30,219,91
26,697,253
24,1354,239
39,463,169
31,2369,87
34,-90,20
26,37,121
48,428,127
30,163,149
33,180,37
47,2269,132
27,261,113
30,726,24
36,1015,1008
32,3540,213
33,135,153
31,-162,380
28,1080,192
30,963,66
30,-135,57
27,409,525
23,817,123
29,275,180
33,315,179
27,409,276
29,468,37
27,381,143
25,1119,1063
24,3505,317
29,40,105
32,12198,178
31,-234,124
34,6013,612
29,476,427
29,1501,316
56,791,103
29,-218,73
35,1043,230
33,235,525
30,694,599
38,170,442
45,-357,618
24,-287,504
45,382,182
27,21,336
53,273,248
40,1074,504
26,0,82
36,165,182
21,2764,78
30,-5,518
47,536,778
39,471,61
28,385,203
26,595,222
28,-386,59
30,2145,727
26,154,1010
31,919,180
27,2293,317
35,3302,207
34,1068,46
36,319,120
34,4254,104
33,1077,432
44,777,517
34,392,180
25,-371,147
39,161,98
34,-301,465
32,-454,801
26,-93,599
50,116,40
36,-73,15
29,577,18
44,429,35
27,598,309
27,574,196
60,306,76
34,1158,61
41,1387,154
57,2058,23
40,-35,194
22,1157,336
32,-39,104
28,1609,98
46,145,236
30,33,146
26,-887,827
35,184,181
40,220,197
44,59,9
27,267,166
30,264,36
27,528,267
52,266,87
31,258,409
34,966,16
35,164,11
57,2225,8
27,240,166
38,1560,9
28,1072,630
30,2678,23
35,10133,382
23,234,33
29,306,774
30,1336,13
30,3068,227
47,-1730,178
54,451,42
34,17,375
28,3,40
38,2368,241
28,2528,190
30,2017,213
36,23,69
37,139,412
36,106,31
35,-295,173
27,2752,165
29,2637,179
30,778,22
33,865,158
27,179,74
43,-63,92
35,-292,166
23,668,857
40,1034,368
32,2692,99
25,292,1027
33,-371,221
24,1299,113
25,320,549
32,1041,577
28,224,567
27,259,12
42,1687,14
56,95,428
40,191,19
34,4723,350
29,219,76
30,48,142
34,-578,767
46,148,61
49,3063,68
33,139,732
22,103,130
32,2684,542
25,127,695
31,-241,333
33,18,312
33,1279,239
29,101,295
29,318,1434
37,16,488
34,355,189
23,2530,194
34,1657,566
26,-32,486
30,1814,207
37,-83,179
28,519,82
22,110,237
35,181,217
51,55,351
33,219,19
27,97,13
29,1958,112
34,393,222
59,47,110
35,9336,311
27,294,466
26,-350,80
31,512,109
39,815,22
43,487,54
33,1304,536
38,5643,106
28,-16,251
45,2394,895
30,8950,11
45,14,8
30,177,187
30,1808,83
34,-1,1057
24,174,22
36,246,427
29,559,6
36,90,50
48,5306,66
32,1267,66
28,129,32
56,876,93
40,-75,193
47,49,250
47,57,72
29,596,172
58,76,54
31,1310,12
25,84,6
29,1387,256
34,463,11
26,172,410
34,118,53
24,-156,4
33,136,30
27,78,5
57,341,27
24,-73,7
28,25,296
33,-132,170
30,583,453
28,38,16
34,18,324
39,6,122
25,286,663
51,636,36
24,-398,14
29,97,342
32,258,291
27,176,10
22,817,128
24,843,22
32,5,82
35,0,146
31,-119,9
31,-98,9
31,-422,64
32,580,8
30,-258,18
40,664,29
28,576,20
31,500,184
31,342,284
40,503,24
28,426,11
27,155,26
24,69,35
32,902,50
49,880,22
27,1842,687
24,183,453
35,-706,44
28,-522,638
40,592,80
29,1472,246
57,668,12
47,-121,167
36,-173,197
49,1150,126
24,5482,424
37,10269,28
32,-472,121
40,198,214
26,483,305
33,711,90
22,236,236
32,135,232
37,176,80
24,1421,209
33,2955,178
26,23,11
28,426,953
24,508,12
46,116,267
32,-301,176
32,518,34
33,-363,214
48,-314,7
30,2,56
30,1837,109
35,-196,45
35,225,7
38,-242,1173
29,79,27
38,-199,15
23,1393,42
27,292,45
36,1548,226
25,121,477
24,-1414,171
31,1124,82
37,-118,21
29,722,81
35,719,1359
43,519,715
31,707,52
42,1165,485
38,976,32
26,236,8
27,568,28
28,0,390
38,710,1880
29,497,642
20,76,639
28,1113,135
46,6651,114
42,366,324
45,397,582
31,2252,394
37,3723,354
58,4256,121
32,1625,796
27,1925,190
59,106,186
45,603,204
31,12607,150
45,6971,119
24,3197,172
33,81,104
27,377,91
39,18,230
38,8094,94
30,877,122
54,1188,89
36,54,563
55,1504,338
39,2266,86
43,3274,680
36,490,72
29,265,491
37,1314,74
49,377,158
37,1543,298
59,2239,431
47,3519,152
51,0,168
36,507,210
27,1977,449
34,10,81
31,658,100
28,5916,259
39,0,271
58,720,250
59,0,320
58,1194,807
60,576,190
33,86,136
43,2145,271
39,116,554
39,622,181
54,511,264
45,311,81
36,332,566
26,620,223
35,0,98
44,2981,106
39,307,182
43,7702,460
27,3733,198
46,1381,115
32,3993,148
46,533,71
29,428,293
32,23,137
36,953,169
42,5310,545
28,1532,253
53,2509,231
57,573,105
30,999,157
36,255,970
26,2026,43
40,1,249
38,4841,580
27,616,685
39,2208,23
29,7578,46
21,1596,101
31,554,97
35,1810,65
43,733,282
39,385,644
54,258,86
29,265,304
32,2979,156
38,110,167
42,994,365
37,732,354
47,0,234
32,8023,146
27,118,112
32,31,101
33,2583,241
28,2503,426
49,1843,269
29,594,128
60,439,464
29,590,124
35,204,236
26,567,421
26,689,678
28,482,119
34,612,91
35,514,56
54,1299,104
26,5169,397
26,5741,327
20,162,106
36,562,90
35,2988,179
34,11219,112
35,2486,265
36,1379,189
33,777,344
33,570,70
28,386,867
28,0,269
30,501,92
49,972,613
28,957,915
44,27,485
56,281,185
37,0,200
30,156,157
50,641,128
40,312,612
37,0,163
34,75,111
24,167,288
34,724,305
31,117,77
38,93,74
30,411,115
56,13094,1064
34,5086,213
55,393,176
30,1165,205
45,5749,180
28,803,324
31,8626,159
46,0,87
28,707,226
37,900,116
39,246,217
34,747,109
38,755,531
36,1054,214
37,2211,143
37,466,377
32,152,158
33,369,115
43,1612,262
28,466,123
36,911,117
55,496,85
31,863,166
33,4464,217
29,238,344
54,1561,352
39,1179,284
35,27,214
29,6,315
32,654,615
34,333,170
37,7620,100
27,253,242
32,705,414
27,11862,281
33,109,601
40,-310,133
48,5689,527
60,205,107
37,2915,314
32,937,61
24,1179,78
40,363,135
24,23878,133
35,142,293
42,1066,125
34,699,66
55,42,318
30,1570,260
32,2340,94
30,320,140
52,5091,309
56,339,251
30,411,111
32,995,119
58,3399,1078
44,2365,159
43,79,640
26,8015,109
25,715,217
26,243,482
36,753,71
31,138,91
40,1289,260
29,923,333
30,707,228
27,405,256
31,816,302
33,4792,131
25,1602,154
37,11303,500
30,938,172
47,8,164
25,1317,176
51,1443,574
34,47,244
45,1040,137
33,1778,134
54,1157,98
34,808,376
58,68,169
27,207,240
26,560,122
35,8029,167
25,241,351
58,2714,165
60,4,400
35,1693,58
30,385,56
54,6507,145
34,23076,243
48,17964,208
41,3769,94
25,220,68
27,223,103
26,2170,81
32,267,128
58,928,304
43,228,55
26,4311,75
24,146,147
59,81,140
36,15485,83
31,180,222
52,195,145
60,846,1346
43,36,118
28,805,69
59,1831,245
28,336,135
25,530,88
50,2635,303
21,360,131
25,326,390
57,350,132
60,21088,187
51,583,109
26,100,445
31,2196,299
34,0,93
46,0,401
60,1088,149
38,3576,579
30,166,136
32,4089,114
46,2501,323
44,643,222
34,0,58
29,1135,407
32,410,252
36,635,80
32,712,112
36,144,87
55,217,176
25,304,226
26,39,396
21,164,260
53,655,103
56,23,108
34,2178,41
28,0,89
28,147,82
29,2907,150
25,3,170
34,402,147
28,6551,362
33,1077,118
26,255,264
60,3461,94
29,795,258
25,1847,137
60,1574,189
32,312,208
47,17023,379
29,15459,245
25,906,253
21,524,185
34,2555,129
32,8,175
24,1234,480
41,1081,229
50,843,71
44,2033,158
47,2279,161
30,983,189
29,2305,82
56,854,121
47,2232,439
37,1967,242
27,80,188
34,1406,145
60,1923,282
26,155,74
27,7,483
49,5038,108
37,1559,81
27,274,283
28,157,155
50,77,138
58,-235,93
24,0,122
51,2337,133
26,2509,776
43,1188,140
30,1027,136
39,505,86
25,430,145
37,7,224
24,383,101
60,2063,95
25,808,268
32,10287,281
32,0,123
25,92,297
30,5359,119
54,384,200
45,0,114
39,3471,113
51,2239,1576
35,1368,329
26,0,107
32,1649,204
54,3076,367
43,1336,82
25,425,100
46,2199,146
24,192,424
44,7818,412
36,217,103
56,4118,165
38,2442,161
25,222,114
23,1358,237
28,0,198
42,261,207
21,2265,156
26,13107,112
58,196,110
54,55,183
25,760,223
55,1872,76
32,4339,76
25,277,311
39,254,128
28,1109,89
32,312,99
55,39098,236
30,48,144
52,196,99
43,132,187
39,437,186
29,559,86
56,1671,158
23,565,162
50,253,513
34,8000,110
29,3748,322
26,2506,210
36,687,568
58,3382,294
36,953,77
35,777,85
45,2033,48
30,0,93
24,501,121
24,434,331
25,7103,188
31,278,95
25,517,135
51,994,414
30,1269,361
45,1411,142
32,604,95
38,311,61
35,2288,32
57,0,141
37,23,71
55,602,324
57,2464,113
57,473,295
55,511,108
28,14,201
48,1167,264
46,3280,110
26,1274,190
25,343,377
49,1808,205
25,1199,287
40,3355,212
43,0,346
38,70,263
41,2611,129
47,213,154
37,6968,175
60,1740,814
46,4629,67
24,839,65
45,1723,166
33,1323,327
45,2552,69
30,155,353
59,205,277
59,1312,244
46,5862,84
26,2613,326
25,1116,119
31,3652,285
58,2094,161
34,528,165
58,2764,459
49,0,1460
25,938,1048
53,284,781
42,707,233
43,1059,335
49,1684,412
54,534,177
47,293,251
55,0,106
52,0,144
37,1352,93
52,1998,153
60,261,128
34,262,339
57,1292,151
35,671,128
56,1407,388
47,1819,180
52,1629,192
45,98,761
48,332,262
50,85,141
49,493,161
30,147,153
54,0,174
53,2851,89
43,2367,114
42,0,450
46,2087,111
23,31,192
48,3842,215
30,3343,235
38,25,232
38,804,1087
34,1011,253
39,139,182
52,-528,1144
58,1727,336
57,698,53
27,1840,220
60,3824,195
58,883,373
55,16873,78
31,283,134
27,0,181
44,7541,55
34,690,95
50,0,113
40,1451,314
36,202,206
41,10758,288
36,387,327
36,119,93
47,2351,163
30,3289,111
47,172,23
43,1025,106
29,92,101
54,1664,257
26,1623,479
34,2466,143
37,597,395
32,6981,154
37,0,107
34,611,350
36,688,126
53,2240,282
48,238,118
26,313,199
30,1555,115
36,851,368
44,1954,294
45,1788,177
26,3178,64
34,90,84
29,307,690
40,0,297
26,915,384
40,7968,596
47,1147,654
56,61,144
41,280,88
34,2427,50
35,2789,88
43,2160,169
59,2026,395
52,1005,195
38,1988,103
38,1931,167
38,846,253
49,1807,225
33,1117,417
28,560,135
50,3370,160
56,935,136
53,109,270
60,283,138
57,3376,421
25,4578,100
39,1587,171
42,1376,271
45,273,163
36,79,74
50,3764,108
25,1628,91
29,871,310
49,523,712
27,15161,74
55,1633,128
51,4920,392
32,653,84
35,269,392
39,79,369
53,55,217
45,5993,116
60,1906,79
38,5115,318
30,3094,116
56,1350,211
31,64,261
56,659,56
29,1165,245
41,1602,142
28,5215,673
49,7019,263
24,228,154
26,96,696
32,625,352
34,4447,159
32,530,118
29,399,210
46,1568,310
57,3109,482
41,1021,224
40,4298,221
45,10768,147
28,4987,924
43,2444,130
44,878,130
35,444,59
54,189,95
37,189,253
58,12322,306
54,55,112
35,5367,80
30,533,212
38,2467,192
39,3797,96
49,5887,181
38,626,132
40,2893,76
35,1354,250
30,942,146
34,0,189
34,21,269
35,2823,102
54,2587,236
54,446,122
27,121,145
56,0,71
29,23,163
34,978,262
60,294,206
32,409,115
30,155,206
40,595,406
54,990,244
27,261,592
27,200,508
55,27624,437
30,2694,192
29,15,136
34,1870,68
59,2632,123
29,3846,313
38,0,137
42,2913,705
41,140,96
33,2240,198
23,4545,200
34,127,117
52,2104,210
44,332,171
29,5,321
39,150,296
36,7222,86
31,882,411
60,366,593
37,865,101
31,216,138
25,1189,165
34,3402,88
45,204,224
39,794,116
29,637,340
38,34,88
55,2383,591
51,102127,90
26,1231,385
33,1268,2219
45,406,240
32,3154,126
35,3109,467
53,395,107
30,3340,238
54,200,170
34,1047,342
38,1442,113
57,718,170
50,268,74
46,4367,65
56,3554,151
32,785,273
39,48,539
28,3623,138
39,5142,157
58,2261,1361
37,6384,254
29,7752,180
30,4168,198
42,576,447
42,15445,247
44,423,136
46,184,167
36,1731,74
33,16,102
26,2786,300
57,5313,200
55,82,97
30,853,343
22,222,156
39,201,699
27,1,42
40,694,431
34,398,161
41,15787,175
56,1947,124
53,2600,656
41,1076,77
25,389,837
58,0,334
43,3917,725
36,3158,144
25,362,617
39,1293,140
33,1439,178
44,717,150
32,889,1076
55,2204,213
33,781,266
38,7255,78
29,1739,114
40,8963,203
22,4132,34
46,946,295
43,481,187
46,15,218
50,810,510
30,596,125
34,114,153
29,2389,277
35,52,328
37,108,262
42,2665,280
42,684,207
36,352,94
37,1045,106
33,506,176
27,2071,449
27,339,182
33,154,111
29,572,224
36,1027,151
29,1779,400
34,613,80
26,132,217
39,22086,160
48,-10,144
41,0,352
29,205,787
33,317,323
40,17,78
32,4945,160
26,523,221
43,2987,156
30,419,194
30,4,105
38,1130,96
55,1662,94
25,1871,136
38,1190,81
41,3426,102
31,447,327
35,563,147
31,6,121
25,594,89
44,1319,77
37,549,217
22,64,112
34,932,218
38,1988,422
31,617,1161
24,1957,113
24,572,442
38,5265,352
34,2918,246
50,78,143
58,7369,247
32,252,216
27,538,124
30,3384,578
34,303,282
30,779,156
44,170,94
29,261,66
27,827,73
40,985,592
60,5003,125
50,431,180
28,538,114
57,126,166
41,631,111
31,623,117
27,587,101
29,488,105
60,55,207
24,1693,1094
46,974,174
54,0,133
20,336,133
27,897,397
23,230,264
28,171,324
22,377,155
25,295,169
28,1633,275
35,1085,199
58,1980,255
57,1227,232
44,1933,462
25,801,255
31,1644,247
33,0,109
26,2158,227
40,1819,398
34,88,206
57,1841,302
25,42,149
21,794,191
36,2163,317
49,905,1543
54,8295,207
59,0,493
28,153,77
28,874,509
24,1004,133
34,215,329
37,4321,657
55,366,365
53,1796,145
35,471,276
30,2419,213
25,289,604
59,0,153
35,745,522
38,1187,76
31,516,227
23,9216,471
42,8037,92
21,361,329
31,924,207
34,657,263
35,697,57
41,216,577
29,5763,271
26,611,455
55,9756,103
30,1159,366
28,3290,201
31,1766,166
31,389,89
48,3570,58
31,582,548
25,1693,96
53,380,438
39,1241,138
38,1391,614
51,1315,303
33,4713,110
57,256,304
22,682,126
36,92,244
33,66,157
54,466,151
54,1510,800
50,309,113
36,361,200
36,64,143
28,1448,130
56,230,58
50,1811,97
35,948,86
37,1758,98
37,0,257
50,388,152
52,426,252
46,3434,148
31,252,107
38,1354,127
53,1061,139
49,6574,138
51,2094,458
34,294,301
33,1129,84
35,1177,243
35,925,200
25,6246,98
28,1363,431
31,242,106
32,8866,234
31,816,100
31,365,337
53,183,835
43,3780,67
50,3357,239
36,3407,993
31,5205,529
41,254,183
50,151,103
25,3630,221
37,3,105
31,15187,127
52,437,137
24,1506,239
41,764,230
42,4216,186
30,27,175
30,601,80
25,12,126
40,5666,69
60,544,95
29,858,234
30,523,136
49,0,177
48,58,110
26,1444,139
23,1235,39
60,29184,94
22,1,263
28,1536,294
47,1013,54
40,10346,491
50,1612,532
34,1741,268
34,1539,441
54,21,439
31,131,151
51,19,292
33,1390,92
25,2206,114
32,718,95
54,2081,147
29,4694,181
24,454,139
60,3547,351
32,914,372
25,1185,135
52,1306,288
33,3335,92
34,172,177
26,0,41
59,259,415
25,266,74
26,617,157
56,-1206,382
55,4577,24
36,4708,104
47,372,257
28,102,64
58,1077,592
31,206,88
43,3518,181
25,505,284
35,71,651
31,1776,220
27,20585,188
26,1595,155
23,382,74
31,969,95
37,1000,322
46,3232,94
35,2015,60
35,1701,175
39,1048,108
28,2,60
39,697,108
27,138,89
45,8319,75
28,520,29
27,522,79
49,561,173
24,106,77
60,2196,318
35,2461,205
26,170,129
37,189,162
34,180,298
28,502,136
33,379,263
30,124,161
20,457,214
31,14533,245
29,2800,202
44,1127,399
28,136,355
25,548,281
23,341,89
53,2009,250
27,3629,66
30,2,102
55,86,64
50,1463,459
22,1161,119
24,-98,229
27,2731,30
48,2,79
29,1675,276
48,1981,404
58,6711,95
32,689,162
26,2363,569
49,4200,55
27,246,453
32,640,49
21,243,181
35,557,54
59,3735,243
24,987,208
37,26,151
43,1518,94
30,8535,393
31,1527,140
57,0,390
30,2567,813
39,382,201
34,443,235
57,9902,88
60,37,754
38,605,1603
42,6526,133
58,2074,259
34,2374,270
26,1347,280
59,3648,1321
42,1539,63
49,7443,293
28,442,474
23,1021,79
31,6138,241
50,5108,140
26,667,177
57,10583,295
35,2088,457
59,185,177
55,9329,136
27,147,111
54,6590,160
32,3083,271
30,2326,67
83,425,883
31,660,115
43,0,570
61,997,269
78,1016,524
73,448,68
26,771,113
64,5966,983
58,111,39
37,2543,69
37,2061,459
79,723,295
68,0,586
19,1803,124
27,446,205
58,4348,790
66,1048,971
71,1998,201
63,2747,206
71,2887,128
61,3340,224
52,0,122
54,1464,157
45,315,103
33,1363,42
80,3669,166
44,584,78
45,1529,160
37,1315,224
22,466,377
44,2383,571
35,1254,132
37,1649,140
69,1806,148
33,6281,1057
41,1567,291
61,13164,92
72,132,260
78,2787,372
26,0,261
69,482,260
41,203,342
45,1823,97
51,812,248
44,88,275
40,-63,196
54,831,139
32,2881,356
79,668,363
33,73,218
45,1309,367
51,1801,82
50,405,146
40,2763,566
32,1411,124
30,536,309
41,366,237
42,2959,711
30,930,396
31,18,109
33,804,226
37,22856,154
29,1891,129
60,263,317
56,3562,229
28,492,281
22,2273,98
27,565,148
33,3000,160
30,1101,590
28,12956,940
31,2983,153
58,0,478
28,9314,276
39,19,503
31,625,135
45,5511,272
56,1137,176
46,1329,247
56,1044,353
27,302,203
26,1393,194
30,330,264
26,2857,446
34,0,122
35,68,175
70,7781,222
52,1524,1007
50,2137,64
54,1633,409
31,873,147
31,1167,603
25,285,658
56,3460,897
24,507,257
64,890,531
35,0,704
23,19690,473
33,242,320
22,47,69
31,9629,67
69,23592,837
24,172,67
37,1824,112
40,35,318
29,5547,236
71,5946,59
28,643,308
36,592,413
47,4879,96
60,11904,116
21,39,207
62,2785,270
52,137,227
23,870,316
66,1993,117
82,8603,429
67,694,250
33,1160,139
36,110,94
36,1234,106
63,18016,371
34,-74,98
32,51,297
31,1032,284
48,2892,407
53,1958,82
69,473,112
29,4331,611
28,1942,445
37,981,682
53,6649,83
40,431,180
66,2169,282
52,37,1284
39,257,58
33,152,136
66,203,376
32,0,98
37,3737,224
36,4,529
38,7005,370
31,132,148
31,2093,103
27,111,495
21,1258,404
28,126,321
65,820,432
58,565,876
49,889,388
81,0,170
51,6840,257
25,1694,159
61,123,112
25,1129,452
55,865,105
31,202,167
31,307,361
38,0,341
79,429,1006
39,198,665
71,4388,896
52,523,113
52,2557,340
42,406,194
29,1599,115
63,262,335
34,1551,188
58,1227,625
63,3173,154
43,0,74
55,3122,349
79,0,167
52,1113,83
34,980,243
48,127,117
60,1541,90
46,922,576
54,5084,69
34,783,281
28,3796,315
49,114,502
25,302,122
21,61,141
48,0,72
59,281,430
24,9883,210
45,8725,286
26,10086,475
22,185,153
38,7929,182
49,151,97
67,1093,64
20,829,253
63,556,122
79,4738,151
40,1700,359
23,749,315
19,103,104
39,972,123
34,79,336
69,154,144
34,5973,326
73,1609,169
27,2489,323
75,26452,219
32,1017,166
37,3913,57
59,989,125
31,3,91
49,5613,258
34,5,305
61,50,465
34,144,213
32,449,106
57,1486,64
50,5312,106
25,58,139
72,7003,116
55,0,506
71,1285,195
63,70,82
44,323,332
30,110,132
42,11008,822
34,603,51
50,769,72
28,5474,486
75,5491,258
46,2196,573
61,7879,186
28,5549,383
44,1646,292
32,1016,141
62,3,151
45,106,205
58,4605,197
26,125,92
32,315,149
37,115,236
46,526,326
29,308,313
25,219,576
28,1240,849
61,569,219
67,65,320
52,1228,218
29,451,152
57,1660,642
49,914,185
33,1699,600
47,1167,505
66,12767,117
57,666,138
78,220,220
68,19317,249
62,3340,259
40,1646,173
46,242,120
31,40,158
41,490,182
47,699,432
29,382,409
55,2383,1019
30,2666,475
49,1718,211
53,1356,397
48,1147,389
21,216,414
45,153,277
41,2487,206
30,685,299
27,3276,106
43,1791,254
66,0,177
47,86,253
27,6791,179
39,160,156
75,6053,416
25,41,100
20,292,385
47,3940,226
25,557,813
37,1291,150
36,495,157
45,6945,131
61,175,270
80,1548,331
53,1624,107
80,2994,320
61,3140,975
35,163,126
58,138,107
30,81,121
50,938,148
21,491,161
46,7386,87
65,1176,111
32,6857,85
67,2812,190
57,0,355
46,5127,472
40,0,131
29,74,174
53,0,1452
44,0,142
74,7819,165
38,64,789
73,5539,338
65,162,280
62,4829,116
65,4717,256
67,701,254
66,3,550
34,35,88
67,405,345
34,62,169
57,168,342
38,4297,206
47,66,358
71,3895,116
56,10532,324
46,4693,79
59,0,107
57,501,59
66,5464,131
47,201,58
30,776,72
32,1536,289
69,9064,714
32,6983,255
72,2,147
63,8103,258
41,1536,273
72,1612,530
59,1116,149
45,171,292
33,1211,456
37,96,155
26,390,325
29,795,173
32,4041,325
77,638,453
57,2476,239
79,2354,121
37,262,305
37,318,83
25,6400,100
49,5361,70
32,697,119
34,0,262
44,1534,166
26,0,125
25,145,121
49,305,140
42,3403,215
58,687,221
47,677,384
73,1092,390
33,1076,88
34,7050,130
57,905,121
35,2971,158
55,538,353
71,2600,212
41,2226,182
23,0,217
60,1034,231
18,1944,122
63,5112,255
60,10861,419
47,0,1225
27,80,268
37,250,70
27,290,88
33,5437,131
18,108,167
39,172,248
46,0,225
30,2046,133
65,0,465
54,10185,559
42,11115,187
33,22867,73
32,935,161
59,1425,489
38,47,120
48,1730,158
22,3317,148
59,3444,252
28,1984,89
80,355,156
46,4855,1529
32,1815,235
33,95,155
61,52587,290
40,1508,153
52,618,352
71,10394,411
40,694,107
26,1608,89
30,805,134
62,3738,151
50,0,232
32,0,540
23,1592,298
70,3075,74
55,1693,247
33,218,162
31,10884,294
26,2,121
30,697,179
44,0,71
23,0,213
63,538,373
45,3857,425
37,1995,48
68,4092,329
83,6236,155
31,423,215
34,2427,90
71,13297,265
57,4365,491
55,199,151
73,683,181
42,201,265
64,504,157
34,-32,89
24,2376,123
33,73,156
42,1559,155
42,190,704
42,94,176
29,2929,91
20,130,88
22,1215,154
28,5916,344
55,3450,110
40,1108,170
70,1311,651
57,589,167
60,1853,408
53,4401,254
31,199,127
48,201,140
30,533,229
60,6573,75
61,2557,139
78,631,95
32,131,112
31,620,153
37,789,93
39,3840,315
20,53,203
21,280,280
34,1923,159
42,994,149
26,96,349
29,630,94
33,661,108
46,1600,1244
40,100,221
29,238,97
45,1435,201
55,1199,91
39,260,175
55,357,526
58,1013,206
24,125,477
72,1165,400
81,0,198
42,437,120
42,413,589
32,60,248
23,480,162
81,4321,163
57,2155,82
70,4290,172
36,539,176
33,312,271
40,0,266
64,1646,68
27,5291,345
71,261,1117
66,0,701
60,631,429
32,3283,623
32,1153,340
37,393,62
44,1070,137
26,141,74
25,886,121
26,5296,127
31,181,182
32,484,668
21,123,449
74,20422,90
35,353,582
24,474,249
28,0,150
50,2794,1336
36,3850,239
59,182,90
38,245,251
75,2970,641
20,6991,178
36,29,576
35,11219,699
57,2223,1064
40,3138,238
41,27696,147
59,116,398
30,280,100
28,16,119
53,341,90
37,3420,92
36,2987,307
47,2408,236
61,2,131
18,608,267
32,1331,93
51,1679,417
37,3954,87
37,300,82
34,256,201
34,48,810
43,1806,161
35,2088,94
82,0,150
32,386,305
36,7252,153
43,422,110
58,1299,58
64,1904,67
55,113,306
35,3636,202
58,462,332
26,50,153
33,476,113
69,324,875
33,498,338
23,1502,96
80,1610,71
57,7633,301
34,415,123
76,86,192
49,5802,175
69,279,26
32,354,363
43,2643,188
33,4401,96
46,0,107
30,334,188
64,1370,174
44,163,44
49,905,90
53,442,166
34,1337,255
25,2305,222
19,56,246
44,1818,120
46,1040,542
26,1643,243
50,238,216
74,291,543
30,6843,227
26,374,478
31,1812,112
36,2474,107
40,2064,107
30,1159,95
32,3271,162
35,618,293
32,1246,68
43,451,289
62,10373,344
70,6797,298
61,1471,331
43,5805,111
74,0,562
45,11,489
38,0,255
47,4,73
32,696,101
38,1165,784
52,1785,349
77,699,425
58,0,181
67,1146,187
71,3,1175
32,2465,414
32,1388,102
32,5,200
29,41,148
40,99,220
26,-8,402
31,35,315
30,802,105
69,2493,368
29,314,485
36,341,282
50,3169,399
51,2281,164
44,14,234
71,1651,791
67,0,1152
26,611,138
36,1109,328
66,4785,72
37,24,136
77,610,766
60,523,192
33,1604,78
33,641,347
23,431,496
34,39,160
56,616,293
39,1301,233
33,2859,105
76,3324,227
72,2079,100
37,8066,57
28,231,129
24,0,74
24,382,103
66,204,213
42,3371,284
33,920,111
29,30,83
21,691,219
33,227,477
35,5007,73
28,113,204
34,3160,726
27,4590,75
35,1368,159
48,1559,344
34,882,135
54,473,112
74,166,99
36,994,185
48,3118,371
26,-67,143
45,0,99
57,1198,146
34,2279,284
34,13014,738
30,305,75
56,9367,320
35,4233,135
50,0,43
30,499,92
45,2067,393
36,376,479
57,842,284
35,1471,236
30,3115,217
34,1228,99
30,877,202
33,5164,238
33,3363,158
66,6483,275
49,1235,354
29,453,126
49,1,640
33,1737,228
58,1227,182
37,775,150
74,6027,233
67,10776,176
37,1276,156
35,18111,172
59,2026,185
68,2301,90
21,6844,126
57,169,180
29,486,151
43,775,98
45,1433,117
46,44,225
26,255,209
54,1778,319
33,263,257
69,579,230
47,926,436
63,4833,415
59,3368,260
58,5701,92
36,1506,326
19,60,253
28,373,78
26,777,260
37,332,190
64,846,107
36,2843,186
22,47,236
38,902,108
37,444,137
62,557,185
29,145,105
26,535,125
72,614,553
45,2671,94
33,271,801
63,896,276
23,272,100
57,479,82
55,16432,482
20,210,101
25,528,201
32,2976,88
60,209,391
44,226,190
32,12607,203
33,1974,498
39,942,880
36,1228,153
46,336,260
41,220,142
32,551,99
33,300,70
25,4147,211
35,7218,224
39,11766,313
35,1577,80
32,8023,219
42,-306,308
25,1179,43
27,1123,75
73,2575,152
56,4623,348
82,276,199
70,15265,551
57,139,80
77,0,286
31,1441,156
56,241,97
36,1189,220
34,1227,122
26,0,237
30,591,115
29,7585,123
26,948,125
45,982,123
52,7,366
35,431,343
50,2218,711
58,1394,628
39,763,192
36,953,80
67,696,119
62,1495,606
26,828,156
67,585,109
36,609,33
24,556,460
26,2506,134
61,1128,243
70,10171,65
71,1741,177
52,583,61
55,12972,205
58,883,543
37,3794,147
22,948,215
30,48,161
79,0,90
30,136,101
39,445,108
55,0,237
35,3751,210
32,2688,101
44,-600,360
34,0,148
64,4083,117
65,3812,363
31,537,216
55,1938,193
34,5,370
49,9131,532
49,2209,307
69,1080,197
67,443,441
49,629,431
56,256,220
67,6320,578
57,1458,250
58,0,207
43,132,574
63,1612,399
22,4111,65
89,553,2027
26,3704,238
35,2658,768
25,3411,225
38,407,89
51,0,263
59,1,335
44,10905,240
42,976,164
76,0,170
29,2531,634
32,1270,232
30,5359,145
39,139,328
38,10596,195
36,5871,321
47,80,196
81,1,65
22,691,338
34,4859,262
28,67,329
74,10253,84
25,347,267
34,9962,474
59,2239,377
59,1978,928
63,0,110
27,11862,217
51,1797,168
33,8514,131
28,1925,147
62,0,158
43,3186,151
50,24,157
24,228,99
73,519,91
35,1756,195
45,4068,184
33,0,201
46,368,293
48,1010,65
58,385,64
34,1406,63
34,197,78
37,781,75
61,967,180
42,5310,273
21,1746,487
20,215,228
60,106,216
60,2063,54
